Parameter S1 S1_conf ST ST_conf
alpha -0.347752 0.000000 3.587225 0.000000
N -0.232069 0.000000 1.597544 0.000000
M 0.547814 0.000000 8.901983 0.000000
k1 -0.174177 0.000000 0.899914 0.000000
k2 -0.162639 0.000000 0.784635 0.000000
tau1 -0.159378 0.000000 0.753487 0.000000
tau2 -0.143676 0.000000 0.612333 0.000000
tauAch -1.031015 0.000000 31.531864 0.000000
tauNor -0.880115 0.000000 22.977284 0.000000
beta -0.250028 0.000000 1.854375 0.000000
h0 0.050969 0.000000 0.077060 0.000000
mNor 0.113977 0.000000 0.385352 0.000000
mAch -0.138960 0.000000 0.572797 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.554114 0.000000
alpha M 4.174999 0.000000
alpha k1 0.822897 0.000000
alpha k2 0.876467 0.000000
alpha tau1 0.891606 0.000000
alpha tau2 0.964509 0.000000
alpha tauAch -3.155279 0.000000
alpha tauNor -2.454672 0.000000
alpha beta 0.470730 0.000000
alpha h0 1.868216 0.000000
alpha mNor 2.160756 0.000000
alpha mAch 0.986403 0.000000
N M 1.429310 0.000000
N k1 0.380704 0.000000
N k2 0.397462 0.000000
N tau1 0.402198 0.000000
N tau2 0.425003 0.000000
N tauAch -0.863751 0.000000
N tauNor -0.644587 0.000000
N beta 0.270539 0.000000
N h0 0.707701 0.000000
N mNor 0.799214 0.000000
N mAch 0.431852 0.000000
M k1 -0.946205 0.000000
M k2 -0.991122 0.000000
M tau1 -1.003816 0.000000
M tau2 -1.064941 0.000000
M tauAch 2.389342 0.000000
M tauNor 1.801911 0.000000
M beta -0.650927 0.000000
M h0 -1.822665 0.000000
M mNor -2.067949 0.000000
M mAch -1.083298 0.000000
k1 k2 1.306170 0.000000
k1 tau1 1.338584 0.000000
k1 tau2 1.494669 0.000000
k1 tauAch -7.325901 0.000000
k1 tauNor -5.825885 0.000000
k1 beta 0.437477 0.000000
k1 h0 3.429530 0.000000
k1 mNor 4.055866 0.000000
k1 mAch 1.541545 0.000000
k2 tau1 11.996361 0.000000
k2 tau2 13.582637 0.000000
k2 tauAch -76.059707 0.000000
k2 tauNor -60.815238 0.000000
k2 beta 2.838530 0.000000
k2 h0 33.246380 0.000000
k2 mNor 39.611757 0.000000
k2 mAch 14.059026 0.000000
tau1 tau2 -0.349842 0.000000
tau1 tauAch 3.051623 0.000000
tau1 tauNor 2.473174 0.000000
tau1 beta 0.057842 0.000000
tau1 h0 -1.095980 0.000000
tau1 mNor -1.337513 0.000000
tau1 mAch -0.367919 0.000000
tau2 tauAch 5.182650 0.000000
tau2 tauNor 4.174855 0.000000
tau2 beta -0.033224 0.000000
tau2 h0 -2.043453 0.000000
tau2 mNor -2.464261 0.000000
tau2 mAch -0.774999 0.000000
tauAch tauNor -12.794278 0.000000
tauAch beta 1.637710 0.000000
tauAch h0 8.531971 0.000000
tauAch mNor 9.975170 0.000000
tauAch mAch 4.181692 0.000000
tauNor beta 1.023590 0.000000
tauNor h0 2.653990 0.000000
tauNor mNor 2.995287 0.000000
tauNor mAch 1.625208 0.000000
beta h0 -6.401028 0.000000
beta mNor -7.680704 0.000000
beta mAch -2.543660 0.000000
h0 mNor 34.851692 0.000000
h0 mAch 12.243879 0.000000
mNor mAch -8.432814 0.000000
