Parameter S1 S1_conf ST ST_conf
alpha -0.301611 0.000000 1.622609 0.000000
N -0.289527 0.000000 1.495192 0.000000
M 1.835092 0.000000 60.066917 0.000000
k1 -0.086880 0.000000 0.134637 0.000000
k2 -0.364323 0.000000 2.367516 0.000000
tau1 -2.734804 0.000000 133.404958 0.000000
tau2 0.450754 0.000000 3.624094 0.000000
tauAch -0.485435 0.000000 4.203211 0.000000
tauNor -3.260938 0.000000 189.672694 0.000000
beta -0.438176 0.000000 3.424654 0.000000
h0 0.116170 0.000000 0.240718 0.000000
mNor 0.487591 0.000000 4.240635 0.000000
mAch -0.105478 0.000000 0.198448 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.506639 0.000000
alpha M 6.444677 0.000000
alpha k1 1.073010 0.000000
alpha k2 0.297593 0.000000
alpha tau1 -6.327597 0.000000
alpha tau2 2.575630 0.000000
alpha tauAch -0.040898 0.000000
alpha tauNor -7.798075 0.000000
alpha beta 0.091184 0.000000
alpha h0 1.640510 0.000000
alpha mNor 2.678584 0.000000
alpha mAch 1.021031 0.000000
N M -7.713366 0.000000
N k1 -0.715415 0.000000
N k2 0.294761 0.000000
N tau1 8.925742 0.000000
N tau2 -2.672957 0.000000
N tauAch 0.735731 0.000000
N tauNor 10.841412 0.000000
N beta 0.563661 0.000000
N h0 -1.454727 0.000000
N mNor -2.807080 0.000000
N mAch -0.647699 0.000000
M k1 5.429502 0.000000
M k2 -1.872929 0.000000
M tau1 -64.265198 0.000000
M tau2 19.580326 0.000000
M tauAch -5.060648 0.000000
M tauNor -78.113331 0.000000
M beta -3.816775 0.000000
M h0 10.773898 0.000000
M mNor 20.549885 0.000000
M mAch 4.939993 0.000000
k1 k2 0.095782 0.000000
k1 tau1 14.774528 0.000000
k1 tau2 -4.951428 0.000000
k1 tauAch 0.845742 0.000000
k1 tauNor 18.032516 0.000000
k1 beta 0.553102 0.000000
k1 h0 -2.879579 0.000000
k1 mNor -5.179531 0.000000
k1 mAch -1.507063 0.000000
k2 tau1 -11.616905 0.000000
k2 tau2 4.474247 0.000000
k2 tauAch -0.254707 0.000000
k2 tauNor -14.274560 0.000000
k2 beta -0.015990 0.000000
k2 h0 2.784168 0.000000
k2 mNor 4.660320 0.000000
k2 mAch 1.664559 0.000000
tau1 tau2 -0.644931 0.000000
tau1 tauAch 3.243854 0.000000
tau1 tauNor 14.772870 0.000000
tau1 beta 3.047549 0.000000
tau1 h0 0.744880 0.000000
tau1 mNor -0.797945 0.000000
tau1 mAch 1.665575 0.000000
tau2 tauAch -0.658145 0.000000
tau2 tauNor -5.355152 0.000000
tau2 beta -0.578169 0.000000
tau2 h0 0.359955 0.000000
tau2 mNor 0.988514 0.000000
tau2 mAch -0.015142 0.000000
tauAch tauNor 54.508113 0.000000
tauAch beta 1.888926 0.000000
tauAch h0 -8.444653 0.000000
tauAch mNor -15.368319 0.000000
tauAch mAch -4.312897 0.000000
tauNor beta 2.503208 0.000000
tauNor h0 8.082203 0.000000
tauNor mNor 11.820221 0.000000
tauNor mAch 5.851509 0.000000
beta h0 47.913816 0.000000
beta mNor 84.722574 0.000000
beta mAch 25.947874 0.000000
h0 mNor -1.370078 0.000000
h0 mAch -0.495680 0.000000
mNor mAch 3.465917 0.000000
