Parameter S1 S1_conf ST ST_conf
alpha 3.598992 0.000000 2.237699 0.000000
N -0.445385 0.000000 0.034270 0.000000
M -1.290496 0.000000 0.287709 0.000000
k1 28.848407 0.000000 143.775113 0.000000
k2 -2.450334 0.000000 1.037267 0.000000
tau1 -0.285961 0.000000 0.014127 0.000000
tau2 2.622000 0.000000 1.187696 0.000000
tauAch -0.587999 0.000000 0.059730 0.000000
tauNor 0.554620 0.000000 0.053141 0.000000
beta 0.129025 0.000000 0.002876 0.000000
h0 0.118171 0.000000 0.002412 0.000000
mNor 8.755425 0.000000 13.243246 0.000000
mAch -0.208023 0.000000 0.007476 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -2.379876 0.000000
alpha M -1.299515 0.000000
alpha k1 -39.828088 0.000000
alpha k2 0.183184 0.000000
alpha tau1 -2.583679 0.000000
alpha tau2 -6.301119 0.000000
alpha tauAch -2.197564 0.000000
alpha tauNor -3.658250 0.000000
alpha beta -3.114183 0.000000
alpha h0 -3.100307 0.000000
alpha mNor -14.141886 0.000000
alpha mAch -2.683311 0.000000
N M 2.318909 0.000000
N k1 -29.072665 0.000000
N k2 3.526954 0.000000
N tau1 1.272623 0.000000
N tau2 -1.756203 0.000000
N tauAch 1.587214 0.000000
N tauNor 0.397104 0.000000
N beta 0.840389 0.000000
N h0 0.851694 0.000000
N mNor -8.144552 0.000000
N mAch 1.191446 0.000000
M k1 -28.727407 0.000000
M k2 4.424247 0.000000
M tau1 2.131741 0.000000
M tau2 -0.948374 0.000000
M tauAch 2.451660 0.000000
M tauNor 1.241397 0.000000
M beta 1.692188 0.000000
M h0 1.703684 0.000000
M mNor -7.444902 0.000000
M mAch 2.049190 0.000000
k1 k2 -26.822170 0.000000
k1 tau1 -28.304471 0.000000
k1 tau2 -30.296027 0.000000
k1 tauAch -28.097616 0.000000
k1 tauNor -28.880154 0.000000
k1 beta -28.588679 0.000000
k1 h0 -28.581246 0.000000
k1 mNor -34.496586 0.000000
k1 mAch -28.357847 0.000000
k2 tau1 3.452993 0.000000
k2 tau2 -0.218119 0.000000
k2 tauAch 3.834296 0.000000
k2 tauNor 2.391815 0.000000
k2 beta 2.929101 0.000000
k2 h0 2.942803 0.000000
k2 mNor -7.961169 0.000000
k2 mAch 3.354602 0.000000
tau1 tau2 -2.803820 0.000000
tau1 tauAch 1.888440 0.000000
tau1 tauNor 0.218202 0.000000
tau1 beta 0.840321 0.000000
tau1 h0 0.856187 0.000000
tau1 mNor -11.769439 0.000000
tau1 mAch 1.333006 0.000000
tau2 tauAch -1.674979 0.000000
tau2 tauNor -2.662044 0.000000
tau2 beta -2.294388 0.000000
tau2 h0 -2.285012 0.000000
tau2 mNor -9.746407 0.000000
tau2 mAch -2.003225 0.000000
tauAch tauNor 0.529692 0.000000
tauAch beta 1.065022 0.000000
tauAch h0 1.078675 0.000000
tauAch mNor -9.785599 0.000000
tauAch mAch 1.488975 0.000000
tauNor beta -0.160494 0.000000
tauNor h0 -0.149214 0.000000
tauNor mNor -9.125489 0.000000
tauNor mAch 0.189784 0.000000
beta h0 0.138137 0.000000
beta mNor -5.777203 0.000000
beta mAch 0.361535 0.000000
h0 mNor -9.933415 0.000000
h0 mAch 0.734311 0.000000
mNor mAch -7.642696 0.000000
