Parameter S1 S1_conf ST ST_conf
alpha 1.197673 0.000000 0.187594 0.000000
N 5.965535 0.000000 4.654145 0.000000
M 1.531168 0.000000 0.306610 0.000000
k1 -4.173728 0.000000 2.278187 0.000000
k2 -0.306473 0.000000 0.012284 0.000000
tau1 55.186867 0.000000 398.302045 0.000000
tau2 4.877402 0.000000 3.111130 0.000000
tauAch 6.829800 0.000000 6.100381 0.000000
tauNor 4.362495 0.000000 2.488920 0.000000
beta 26.881893 0.000000 94.506296 0.000000
h0 1.584784 0.000000 0.328459 0.000000
mNor -20.317692 0.000000 53.987074 0.000000
mAch -3.356324 0.000000 1.473224 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -8.832291 0.000000
alpha M -3.072870 0.000000
alpha k1 4.336733 0.000000
alpha k2 -0.686115 0.000000
alpha tau1 -72.761674 0.000000
alpha tau2 -7.419007 0.000000
alpha tauAch -9.954810 0.000000
alpha tauNor -6.750238 0.000000
alpha beta -35.998761 0.000000
alpha h0 -3.142507 0.000000
alpha mNor 25.304748 0.000000
alpha mAch 3.275077 0.000000
N M -8.329245 0.000000
N k1 1.010657 0.000000
N k2 -5.320709 0.000000
N tau1 -96.172900 0.000000
N tau2 -13.807609 0.000000
N tauAch -17.004021 0.000000
N tauNor -12.964617 0.000000
N beta -49.832764 0.000000
N h0 -8.417023 0.000000
N mNor 27.441116 0.000000
N mAch -0.327575 0.000000
M k1 7.103916 0.000000
M k2 -0.733006 0.000000
M tau1 -113.189248 0.000000
M tau2 -11.238035 0.000000
M tauAch -15.194533 0.000000
M tauNor -10.194585 0.000000
M beta -55.829734 0.000000
M h0 -4.565604 0.000000
M mNor 39.819363 0.000000
M mAch 5.447462 0.000000
k1 k2 7.989707 0.000000
k1 tau1 -529.658961 0.000000
k1 tau2 -42.234402 0.000000
k1 tauAch -61.150256 0.000000
k1 tauNor -37.245711 0.000000
k1 beta -255.425482 0.000000
k1 h0 -10.333783 0.000000
k1 mNor 201.868919 0.000000
k1 mAch 37.538271 0.000000
k2 tau1 -93.371259 0.000000
k2 tau2 -7.837293 0.000000
k2 tauAch -11.156674 0.000000
k2 tauNor -6.961870 0.000000
k2 beta -45.248372 0.000000
k2 h0 -2.239326 0.000000
k2 mNor 34.998311 0.000000
k2 mAch 6.161331 0.000000
tau1 tau2 -57.545338 0.000000
tau1 tauAch -58.506646 0.000000
tau1 tauNor -57.291812 0.000000
tau1 beta -68.379757 0.000000
tau1 h0 -55.924142 0.000000
tau1 mNor -45.139953 0.000000
tau1 mAch -53.491273 0.000000
tau2 tauAch -6.420118 0.000000
tau2 tauNor -5.855579 0.000000
tau2 beta -11.008195 0.000000
tau2 h0 -5.220017 0.000000
tau2 mNor -0.208558 0.000000
tau2 mAch -4.089453 0.000000
tauAch tauNor -9.558034 0.000000
tauAch beta -23.929197 0.000000
tauAch h0 -7.785387 0.000000
tauAch mNor 6.192076 0.000000
tauAch mAch -4.632129 0.000000
tauNor beta -191.259974 0.000000
tauNor h0 -14.807124 0.000000
tauNor mNor 137.967418 0.000000
tauNor mAch 19.658183 0.000000
beta h0 -19.328625 0.000000
beta mNor -129.810961 0.000000
beta mAch -44.252985 0.000000
h0 mNor 98.180607 0.000000
h0 mAch 15.252382 0.000000
mNor mAch 29.678040 0.000000
