Parameter S1 S1_conf ST ST_conf
alpha 0.359053 0.000000 0.013176 0.000000
N 1.403500 0.000000 0.201322 0.000000
M -5.704754 0.000000 3.326132 0.000000
k1 0.265926 0.000000 0.007228 0.000000
k2 0.652153 0.000000 0.043467 0.000000
tau1 -0.182561 0.000000 0.003406 0.000000
tau2 0.442947 0.000000 0.020053 0.000000
tauAch -15.529256 0.000000 24.647167 0.000000
tauNor -3.296643 0.000000 1.110733 0.000000
beta 0.735519 0.000000 0.055291 0.000000
h0 3.110916 0.000000 0.989105 0.000000
mNor 1.153931 0.000000 0.136090 0.000000
mAch 1.635658 0.000000 0.273433 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -2.547673 0.000000
alpha M 5.762667 0.000000
alpha k1 -1.217723 0.000000
alpha k2 -1.669264 0.000000
alpha tau1 -0.693392 0.000000
alpha tau2 -1.424679 0.000000
alpha tauAch 17.248604 0.000000
alpha tauNor 2.947317 0.000000
alpha beta -1.766728 0.000000
alpha h0 -4.543833 0.000000
alpha mNor -2.255898 0.000000
alpha mAch -2.819092 0.000000
N M 2.737132 0.000000
N k1 -1.984290 0.000000
N k2 -2.289706 0.000000
N tau1 -1.629641 0.000000
N tau2 -2.124272 0.000000
N tauAch 10.506033 0.000000
N tauNor 0.832875 0.000000
N beta -2.355629 0.000000
N h0 -4.234017 0.000000
N mNor -2.686495 0.000000
N mAch -3.067430 0.000000
M k1 5.238347 0.000000
M k2 4.993082 0.000000
M tau1 5.523150 0.000000
M tau2 5.125934 0.000000
M tauAch 15.268765 0.000000
M tauNor 7.500687 0.000000
M beta 4.940142 0.000000
M h0 3.431693 0.000000
M mNor 4.674438 0.000000
M mAch 4.368526 0.000000
k1 k2 -0.610401 0.000000
k1 tau1 -0.353829 0.000000
k1 tau2 -0.546096 0.000000
k1 tauAch 4.363393 0.000000
k1 tauNor 0.603368 0.000000
k1 beta -0.636025 0.000000
k1 h0 -1.366168 0.000000
k1 mNor -0.764636 0.000000
k1 mAch -0.912708 0.000000
k2 tau1 -1.239404 0.000000
k2 tau2 -2.523880 0.000000
k2 tauAch 30.274949 0.000000
k2 tauNor 5.155347 0.000000
k2 beta -3.124674 0.000000
k2 h0 -8.002540 0.000000
k2 mNor -3.983881 0.000000
k2 mAch -4.973106 0.000000
tau1 tau2 -0.459961 0.000000
tau1 tauAch 10.799133 0.000000
tau1 tauNor 2.176143 0.000000
tau1 beta -0.666200 0.000000
tau1 h0 -2.340661 0.000000
tau1 mNor -0.961146 0.000000
tau1 mAch -1.300725 0.000000
tau2 tauAch 5.212944 0.000000
tau2 tauNor 0.619118 0.000000
tau2 beta -0.895117 0.000000
tau2 h0 -1.787172 0.000000
tau2 mNor -1.052247 0.000000
tau2 mAch -1.233155 0.000000
tauAch tauNor 17.488677 0.000000
tauAch beta 14.695040 0.000000
tauAch h0 13.049272 0.000000
tauAch mNor 14.405148 0.000000
tauAch mAch 14.071388 0.000000
tauNor beta 2.854472 0.000000
tauNor h0 1.982143 0.000000
tauNor mNor 2.700816 0.000000
tauNor mAch 2.523909 0.000000
beta h0 1.006338 0.000000
beta mNor 0.054017 0.000000
beta mAch 0.288438 0.000000
h0 mNor 2.613216 0.000000
h0 mAch 4.312771 0.000000
mNor mAch -3.425154 0.000000
