Parameter S1 S1_conf ST ST_conf
alpha -0.495664 0.000000 0.020814 0.000000
N -3.548564 0.000000 1.066808 0.000000
M 0.184788 0.000000 0.002893 0.000000
k1 1.787228 0.000000 0.270608 0.000000
k2 -0.776393 0.000000 0.051067 0.000000
tau1 -1.698558 0.000000 0.244423 0.000000
tau2 -1.792193 0.000000 0.272114 0.000000
tauAch -0.726117 0.000000 0.044668 0.000000
tauNor 0.937417 0.000000 0.074447 0.000000
beta -0.403270 0.000000 0.013778 0.000000
h0 -0.319566 0.000000 0.008652 0.000000
mNor 1.729061 0.000000 0.253280 0.000000
mAch -1.627622 0.000000 0.224434 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 4.232162 0.000000
alpha M -1.335558 0.000000
alpha k1 -3.725351 0.000000
alpha k2 0.097894 0.000000
alpha tau1 1.473162 0.000000
alpha tau2 1.612805 0.000000
alpha tauAch 0.022916 0.000000
alpha tauNor -2.457989 0.000000
alpha beta -0.458560 0.000000
alpha h0 -0.583393 0.000000
alpha mNor -3.638604 0.000000
alpha mAch 1.367372 0.000000
N M 2.248644 0.000000
N k1 0.552215 0.000000
N k2 3.266202 0.000000
N tau1 4.242456 0.000000
N tau2 4.341583 0.000000
N tauAch 3.212977 0.000000
N tauNor 1.451871 0.000000
N beta 2.871194 0.000000
N h0 2.782580 0.000000
N mNor 0.613794 0.000000
N mAch 4.167359 0.000000
M k1 -0.375291 0.000000
M k2 -0.202740 0.000000
M tau1 -0.140671 0.000000
M tau2 -0.134369 0.000000
M tauAch -0.206124 0.000000
M tauNor -0.318093 0.000000
M beta -0.227854 0.000000
M h0 -0.233488 0.000000
M mNor -0.371376 0.000000
M mAch -0.145446 0.000000
k1 k2 -1.781329 0.000000
k1 tau1 -1.801723 0.000000
k1 tau2 -1.803794 0.000000
k1 tauAch -1.780217 0.000000
k1 tauNor -1.743428 0.000000
k1 beta -1.773078 0.000000
k1 h0 -1.771226 0.000000
k1 mNor -1.725920 0.000000
k1 mAch -1.800155 0.000000
k2 tau1 1.134367 0.000000
k2 tau2 1.185507 0.000000
k2 tauAch 0.603265 0.000000
k2 tauNor -0.305280 0.000000
k2 beta 0.426941 0.000000
k2 h0 0.381225 0.000000
k2 mNor -0.737640 0.000000
k2 mAch 1.095626 0.000000
tau1 tau2 1.639856 0.000000
tau1 tauAch 1.723400 0.000000
tau1 tauNor 1.853763 0.000000
tau1 beta 1.748700 0.000000
tau1 h0 1.755259 0.000000
tau1 mNor 1.915800 0.000000
tau1 mAch 1.652753 0.000000
tau2 tauAch 2.007993 0.000000
tau2 tauNor 3.140476 0.000000
tau2 beta 2.227778 0.000000
tau2 h0 2.284761 0.000000
tau2 mNor 3.679403 0.000000
tau2 mAch 1.394276 0.000000
tauAch tauNor -1.121106 0.000000
tauAch beta 0.129342 0.000000
tauAch h0 0.051272 0.000000
tauAch mNor -1.859467 0.000000
tauAch mAch 1.271286 0.000000
tauNor beta -1.469246 0.000000
tauNor h0 -1.538820 0.000000
tauNor mNor -3.241618 0.000000
tauNor mAch -0.451577 0.000000
beta h0 0.032801 0.000000
beta mNor -1.016135 0.000000
beta mAch 0.702551 0.000000
h0 mNor -1.874848 0.000000
h0 mAch 0.782257 0.000000
mNor mAch -1.664989 0.000000
