Parameter S1 S1_conf ST ST_conf
alpha 0.098482 0.000000 0.001401 0.000000
N 0.677141 0.000000 0.066253 0.000000
M 0.081746 0.000000 0.000966 0.000000
k1 0.127447 0.000000 0.002347 0.000000
k2 0.052781 0.000000 0.000403 0.000000
tau1 0.072091 0.000000 0.000751 0.000000
tau2 1.969632 0.000000 0.560554 0.000000
tauAch 0.064367 0.000000 0.000599 0.000000
tauNor 0.169929 0.000000 0.004172 0.000000
beta 0.334065 0.000000 0.016125 0.000000
h0 -0.046344 0.000000 0.000310 0.000000
mNor -1.222974 0.000000 0.216113 0.000000
mAch 0.736359 0.000000 0.078348 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -0.297100 0.000000
alpha M -0.013578 0.000000
alpha k1 -0.035341 0.000000
alpha k2 0.000215 0.000000
alpha tau1 -0.008981 0.000000
alpha tau2 -0.912571 0.000000
alpha tauAch -0.005303 0.000000
alpha tauNor -0.055570 0.000000
alpha beta -0.133730 0.000000
alpha h0 0.047417 0.000000
alpha mNor 0.607717 0.000000
alpha mAch -0.325299 0.000000
N M -0.660161 0.000000
N k1 -0.664513 0.000000
N k2 -0.657402 0.000000
N tau1 -0.659241 0.000000
N tau2 -0.839959 0.000000
N tauAch -0.658506 0.000000
N tauNor -0.668559 0.000000
N beta -0.684191 0.000000
N h0 -0.647962 0.000000
N mNor -0.535902 0.000000
N mAch -0.722505 0.000000
M k1 0.027172 0.000000
M k2 0.088505 0.000000
M tau1 0.072643 0.000000
M tau2 -1.486051 0.000000
M tauAch 0.078988 0.000000
M tauNor -0.007724 0.000000
M beta -0.142550 0.000000
M h0 0.169929 0.000000
M mNor 1.136446 0.000000
M mAch -0.473006 0.000000
k1 k2 0.188072 0.000000
k1 tau1 0.158676 0.000000
k1 tau2 -2.729990 0.000000
k1 tauAch 0.170435 0.000000
k1 tauNor 0.009736 0.000000
k1 beta -0.240132 0.000000
k1 h0 0.338973 0.000000
k1 mNor 2.130181 0.000000
k1 mAch -0.852553 0.000000
k2 tau1 0.232223 0.000000
k2 tau2 -2.645148 0.000000
k2 tauAch 0.243936 0.000000
k2 tauNor 0.083865 0.000000
k2 beta -0.165026 0.000000
k2 h0 0.411815 0.000000
k2 mNor 2.196020 0.000000
k2 mAch -0.775052 0.000000
tau1 tau2 -2.397335 0.000000
tau1 tauAch 0.194051 0.000000
tau1 tauNor 0.050474 0.000000
tau1 beta -0.172770 0.000000
tau1 h0 0.344632 0.000000
tau1 mNor 1.944988 0.000000
tau1 mAch -0.719938 0.000000
tau2 tauAch -1.840055 0.000000
tau2 tauNor -1.909958 0.000000
tau2 beta -2.018649 0.000000
tau2 h0 -1.766741 0.000000
tau2 mNor -0.987574 0.000000
tau2 mAch -2.285049 0.000000
tauAch tauNor 0.106206 0.000000
tauAch beta -0.204480 0.000000
tauAch h0 0.515580 0.000000
tauAch mNor 2.742772 0.000000
tauAch mAch -0.965965 0.000000
tauNor beta -0.300790 0.000000
tauNor h0 0.371720 0.000000
tauNor mNor 2.451833 0.000000
tauNor mAch -1.011988 0.000000
beta h0 0.006973 0.000000
beta mNor 1.316674 0.000000
beta mAch -0.864250 0.000000
h0 mNor 2.059010 0.000000
h0 mAch -0.600085 0.000000
mNor mAch 0.590721 0.000000
