Parameter S1 S1_conf ST ST_conf
alpha -16.002277 0.000000 520.849506 0.000000
N -0.640084 0.000000 0.833340 0.000000
M 1.156752 0.000000 2.721629 0.000000
k1 -1.898883 0.000000 7.334070 0.000000
k2 -0.988458 0.000000 1.987307 0.000000
tau1 2.293333 0.000000 10.697518 0.000000
tau2 -229.934895 0.000000 107537.131028 0.000000
tauAch 0.522502 0.000000 0.555297 0.000000
tauNor 0.185722 0.000000 0.070158 0.000000
beta 1.336706 0.000000 3.634298 0.000000
h0 0.863435 0.000000 1.516380 0.000000
mNor -0.135580 0.000000 0.037389 0.000000
mAch -2.956927 0.000000 17.784023 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 11.787809 0.000000
alpha M 17.252031 0.000000
alpha k1 7.959768 0.000000
alpha k2 10.728394 0.000000
alpha tau1 20.708405 0.000000
alpha tau2 -685.503593 0.000000
alpha tauAch 15.323263 0.000000
alpha tauNor 14.299105 0.000000
alpha beta 17.799277 0.000000
alpha h0 16.360048 0.000000
alpha mNor 13.322016 0.000000
alpha mAch 4.742227 0.000000
N M -1.810951 0.000000
N k1 16.413167 0.000000
N k2 10.983299 0.000000
N tau1 -8.589640 0.000000
N tau2 1376.443334 0.000000
N tauAch 1.971776 0.000000
N tauNor 3.980370 0.000000
N beta -2.884218 0.000000
N h0 -0.061581 0.000000
N mNor 5.896650 0.000000
N mAch 22.723453 0.000000
M k1 -4.027914 0.000000
M k2 -3.039519 0.000000
M tau1 0.523328 0.000000
M tau2 -251.593164 0.000000
M tauAch -1.399159 0.000000
M tauNor -1.764781 0.000000
M beta -0.515226 0.000000
M h0 -1.029028 0.000000
M mNor -2.113600 0.000000
M mAch -5.176571 0.000000
k1 k2 2.943877 0.000000
k1 tau1 0.966387 0.000000
k1 tau2 140.898781 0.000000
k1 tauAch 2.033426 0.000000
k1 tauNor 2.236358 0.000000
k1 beta 1.542816 0.000000
k1 h0 1.827992 0.000000
k1 mNor 2.429963 0.000000
k1 mAch 4.130006 0.000000
k2 tau1 9.131780 0.000000
k2 tau2 -1212.873383 0.000000
k2 tauAch -0.186486 0.000000
k2 tauNor -1.958654 0.000000
k2 beta 4.097925 0.000000
k2 h0 1.607532 0.000000
k2 mNor -3.649375 0.000000
k2 mAch -18.495549 0.000000
tau1 tau2 18.290482 0.000000
tau1 tauAch -2.273409 0.000000
tau1 tauNor -2.243358 0.000000
tau1 beta -2.346061 0.000000
tau1 h0 -2.303831 0.000000
tau1 mNor -2.214688 0.000000
tau1 mAch -1.962937 0.000000
tau2 tauAch 230.469176 0.000000
tau2 tauNor 231.275031 0.000000
tau2 beta 228.520932 0.000000
tau2 h0 229.653385 0.000000
tau2 mNor 232.043850 0.000000
tau2 mAch 238.794827 0.000000
tauAch tauNor -1.032593 0.000000
tauAch beta 0.015688 0.000000
tauAch h0 -0.415352 0.000000
tauAch mNor -1.325225 0.000000
tauAch mAch -3.894821 0.000000
tauNor beta 0.796719 0.000000
tauNor h0 0.009875 0.000000
tauNor mNor -1.651052 0.000000
tauNor mAch -6.341722 0.000000
beta h0 -1.244458 0.000000
beta mNor -2.027789 0.000000
beta mAch -4.240014 0.000000
h0 mNor 1.224728 0.000000
h0 mAch 7.909150 0.000000
mNor mAch 11.395630 0.000000
