Parameter S1 S1_conf ST ST_conf
alpha -0.413045 0.000000 0.027315 0.000000
N -0.495654 0.000000 0.039334 0.000000
M -2.034451 0.000000 0.662674 0.000000
k1 0.686789 0.000000 0.075518 0.000000
k2 -0.379030 0.000000 0.023001 0.000000
tau1 -0.019437 0.000000 0.000060 0.000000
tau2 -0.152057 0.000000 0.003702 0.000000
tauAch 33.999299 0.000000 185.073987 0.000000
tauNor -1.312026 0.000000 0.275607 0.000000
beta 0.335296 0.000000 0.018000 0.000000
h0 -0.330436 0.000000 0.017482 0.000000
mNor 0.654393 0.000000 0.068562 0.000000
mAch -0.029966 0.000000 0.000144 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 2.737202 0.000000
alpha M 6.679969 0.000000
alpha k1 -0.292502 0.000000
alpha k2 2.438382 0.000000
alpha tau1 1.517020 0.000000
alpha tau2 1.856824 0.000000
alpha tauAch -85.647171 0.000000
alpha tauNor 4.828944 0.000000
alpha beta 0.608109 0.000000
alpha h0 2.313874 0.000000
alpha mNor -0.209497 0.000000
alpha mAch 1.543997 0.000000
N M 3.794035 0.000000
N k1 0.124314 0.000000
N k2 1.561621 0.000000
N tau1 1.076694 0.000000
N tau2 1.255538 0.000000
N tauAch -44.799196 0.000000
N tauNor 2.819811 0.000000
N beta 0.598319 0.000000
N h0 1.496090 0.000000
N mNor 0.168001 0.000000
N mAch 1.090892 0.000000
M k1 1.785652 0.000000
M k2 2.748648 0.000000
M tau1 2.423747 0.000000
M tau2 2.543573 0.000000
M tauAch -28.313099 0.000000
M tauNor 3.591636 0.000000
M beta 2.103236 0.000000
M h0 2.704743 0.000000
M mNor 1.814923 0.000000
M mAch 2.433260 0.000000
k1 k2 2.060945 0.000000
k1 tau1 0.810951 0.000000
k1 tau2 1.271957 0.000000
k1 tauAch -117.442977 0.000000
k1 tauNor 5.304173 0.000000
k1 beta -0.422151 0.000000
k1 h0 1.892027 0.000000
k1 mNor -1.531380 0.000000
k1 mAch 0.847550 0.000000
k2 tau1 1.221090 0.000000
k2 tau2 1.480277 0.000000
k2 tauAch -65.263661 0.000000
k2 tauNor 3.747270 0.000000
k2 beta 0.527815 0.000000
k2 h0 1.828893 0.000000
k2 mNor -0.095816 0.000000
k2 mAch 1.241666 0.000000
tau1 tau2 0.855602 0.000000
tau1 tauAch -49.822319 0.000000
tau1 tauNor 2.576904 0.000000
tau1 beta 0.132408 0.000000
tau1 h0 1.120302 0.000000
tau1 mNor -0.341108 0.000000
tau1 mAch 0.674428 0.000000
tau2 tauAch -26.310588 0.000000
tau2 tauNor 1.509901 0.000000
tau2 beta 0.212037 0.000000
tau2 h0 0.736543 0.000000
tau2 mNor -0.039368 0.000000
tau2 mAch 0.499813 0.000000
tauAch tauNor -32.132822 0.000000
tauAch beta -33.916852 0.000000
tauAch h0 -33.195872 0.000000
tauAch mNor -34.262430 0.000000
tauAch mAch -33.521278 0.000000
tauNor beta 1.358847 0.000000
tauNor h0 1.768283 0.000000
tauNor mNor 1.162597 0.000000
tauNor mAch 1.583489 0.000000
beta h0 0.026016 0.000000
beta mNor -0.453629 0.000000
beta mAch -0.120323 0.000000
h0 mNor 0.039076 0.000000
h0 mAch 0.859740 0.000000
mNor mAch 0.039173 0.000000
