Parameter S1 S1_conf ST ST_conf
alpha 0.530073 0.000000 0.055583 0.000000
N 0.140679 0.000000 0.003915 0.000000
M -0.678525 0.000000 0.091075 0.000000
k1 1.435550 0.000000 0.407666 0.000000
k2 0.274363 0.000000 0.014891 0.000000
tau1 -0.041193 0.000000 0.000336 0.000000
tau2 -0.016711 0.000000 0.000055 0.000000
tauAch 2.007594 0.000000 0.797296 0.000000
tauNor 0.872833 0.000000 0.150706 0.000000
beta 0.376570 0.000000 0.028052 0.000000
h0 -1.791523 0.000000 0.634911 0.000000
mNor 0.254155 0.000000 0.012778 0.000000
mAch -0.012824 0.000000 0.000033 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N 0.125714 0.000000
alpha M 1.176170 0.000000
alpha k1 -1.534684 0.000000
alpha k2 -0.045708 0.000000
alpha tau1 0.358927 0.000000
alpha tau2 0.327533 0.000000
alpha tauAch -2.268209 0.000000
alpha tauNor -0.813118 0.000000
alpha beta -0.176765 0.000000
alpha h0 2.603354 0.000000
alpha mNor -0.019795 0.000000
alpha mAch 0.322550 0.000000
N M 1.610982 0.000000
N k1 -1.172031 0.000000
N k2 0.356580 0.000000
N tau1 0.771985 0.000000
N tau2 0.739755 0.000000
N tauAch -1.925081 0.000000
N tauNor -0.431259 0.000000
N beta 0.222033 0.000000
N h0 3.076156 0.000000
N mNor 0.383182 0.000000
N mAch 0.734640 0.000000
M k1 -0.326567 0.000000
M k2 1.163123 0.000000
M tau1 1.567952 0.000000
M tau2 1.536543 0.000000
M tauAch -1.060444 0.000000
M tauNor 0.395344 0.000000
M beta 1.032002 0.000000
M h0 3.813455 0.000000
M mNor 1.189048 0.000000
M mAch 1.531557 0.000000
k1 k2 -1.040159 0.000000
k1 tau1 -0.709853 0.000000
k1 tau2 -0.735480 0.000000
k1 tauAch -2.854402 0.000000
k1 tauNor -1.666602 0.000000
k1 beta -1.147143 0.000000
k1 h0 1.122288 0.000000
k1 mNor -1.019007 0.000000
k1 mAch -0.739548 0.000000
k2 tau1 -0.284170 0.000000
k2 tau2 -0.283824 0.000000
k2 tauAch -0.255190 0.000000
k2 tauNor -0.271241 0.000000
k2 beta -0.278261 0.000000
k2 h0 -0.308929 0.000000
k2 mNor -0.279992 0.000000
k2 mAch -0.283769 0.000000
tau1 tau2 0.543418 0.000000
tau1 tauAch -0.976679 0.000000
tau1 tauNor -0.124561 0.000000
tau1 beta 0.248095 0.000000
tau1 h0 1.876164 0.000000
tau1 mNor 0.340018 0.000000
tau1 mAch 0.540499 0.000000
tau2 tauAch -1.445074 0.000000
tau2 tauNor -0.221332 0.000000
tau2 beta 0.313845 0.000000
tau2 h0 2.651945 0.000000
tau2 mNor 0.445858 0.000000
tau2 mAch 0.733773 0.000000
tauAch tauNor -2.282901 0.000000
tauAch beta -1.663945 0.000000
tauAch h0 1.040171 0.000000
tauAch mNor -1.511266 0.000000
tauAch mAch -1.178280 0.000000
tauNor beta -0.544520 0.000000
tauNor h0 2.038925 0.000000
tauNor mNor -0.398654 0.000000
tauNor mAch -0.080528 0.000000
beta h0 3.580416 0.000000
beta mNor 0.267825 0.000000
beta mAch 0.700148 0.000000
h0 mNor 3.343650 0.000000
h0 mAch 4.384970 0.000000
mNor mAch 2.198618 0.000000
