Parameter S1 S1_conf ST ST_conf
alpha 1.492198 0.000000 0.297112 0.000000
N 0.255322 0.000000 0.008698 0.000000
M 0.535395 0.000000 0.038249 0.000000
k1 -0.546864 0.000000 0.039905 0.000000
k2 -0.025117 0.000000 0.000084 0.000000
tau1 0.097608 0.000000 0.001271 0.000000
tau2 1.058837 0.000000 0.149598 0.000000
tauAch 0.069967 0.000000 0.000653 0.000000
tauNor 0.110453 0.000000 0.001628 0.000000
beta 1.045101 0.000000 0.145742 0.000000
h0 0.778108 0.000000 0.080788 0.000000
mNor -0.140098 0.000000 0.002619 0.000000
mAch 0.431490 0.000000 0.024843 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -1.586841 0.000000
alpha M -1.789234 0.000000
alpha k1 -1.007147 0.000000
alpha k2 -1.384184 0.000000
alpha tau1 -1.472871 0.000000
alpha tau2 -2.167496 0.000000
alpha tauAch -1.452896 0.000000
alpha tauNor -1.482153 0.000000
alpha beta -2.157570 0.000000
alpha h0 -1.964630 0.000000
alpha mNor -1.301093 0.000000
alpha mAch -1.714148 0.000000
N M -0.435605 0.000000
N k1 0.039074 0.000000
N k2 -0.189764 0.000000
N tau1 -0.243592 0.000000
N tau2 -0.665186 0.000000
N tauAch -0.231468 0.000000
N tauNor -0.249225 0.000000
N beta -0.659162 0.000000
N h0 -0.542059 0.000000
N mNor -0.139333 0.000000
N mAch -0.390032 0.000000
M k1 -0.187565 0.000000
M k2 -0.457938 0.000000
M tau1 -0.521535 0.000000
M tau2 -1.019651 0.000000
M tauAch -0.507211 0.000000
M tauNor -0.528192 0.000000
M beta -1.012533 0.000000
M h0 -0.874175 0.000000
M mNor -0.398354 0.000000
M mAch -0.694555 0.000000
k1 k2 0.598963 0.000000
k1 tau1 0.556186 0.000000
k1 tau2 0.221143 0.000000
k1 tauAch 0.565820 0.000000
k1 tauNor 0.551709 0.000000
k1 beta 0.225931 0.000000
k1 h0 0.318993 0.000000
k1 mNor 0.639040 0.000000
k1 mAch 0.439809 0.000000
k2 tau1 0.049330 0.000000
k2 tau2 -0.820890 0.000000
k2 tauAch 0.074354 0.000000
k2 tauNor 0.037701 0.000000
k2 beta -0.808455 0.000000
k2 h0 -0.566741 0.000000
k2 mNor 0.264530 0.000000
k2 mAch -0.252940 0.000000
tau1 tau2 -0.889205 0.000000
tau1 tauAch -0.051538 0.000000
tau1 tauNor -0.085833 0.000000
tau1 beta -0.877569 0.000000
tau1 h0 -0.651401 0.000000
tau1 mNor 0.126407 0.000000
tau1 mAch -0.357782 0.000000
tau2 tauAch -1.034143 0.000000
tau2 tauNor -1.052525 0.000000
tau2 beta -1.476889 0.000000
tau2 h0 -1.355664 0.000000
tau2 mNor -0.938766 0.000000
tau2 mAch -1.198288 0.000000
tauAch tauNor -0.062007 0.000000
tauAch beta -0.597232 0.000000
tauAch h0 -0.444339 0.000000
tauAch mNor 0.081471 0.000000
tauAch mAch -0.245848 0.000000
tauNor beta -0.715854 0.000000
tauNor h0 -0.540304 0.000000
tauNor mNor 0.063427 0.000000
tauNor mAch -0.312398 0.000000
beta h0 -1.411544 0.000000
beta mNor -0.896871 0.000000
beta mAch -1.217257 0.000000
h0 mNor -0.580275 0.000000
h0 mAch -1.007874 0.000000
mNor mAch 0.152774 0.000000
