Parameter S1 S1_conf ST ST_conf
alpha -1.560639 0.000000 0.857347 0.000000
N -1.610171 0.000000 0.912632 0.000000
M 8.351855 0.000000 24.553738 0.000000
k1 -6.230362 0.000000 13.664013 0.000000
k2 -0.018289 0.000000 0.000118 0.000000
tau1 -3.115181 0.000000 3.416003 0.000000
tau2 -3.012307 0.000000 3.194112 0.000000
tauAch 14.338368 0.000000 72.368757 0.000000
tauNor 0.097540 0.000000 0.003349 0.000000
beta -3.520581 0.000000 4.362952 0.000000
h0 -4.121061 0.000000 5.978192 0.000000
mNor -3.560207 0.000000 4.461719 0.000000
mAch -1.403660 0.000000 0.693547 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -3.669849 0.000000
alpha M -27.420517 0.000000
alpha k1 7.345242 0.000000
alpha k2 -7.465087 0.000000
alpha tau1 -0.081724 0.000000
alpha tau2 -0.326988 0.000000
alpha tauAch -41.693082 0.000000
alpha tauNor -7.741237 0.000000
alpha beta 0.884799 0.000000
alpha h0 2.316416 0.000000
alpha mNor 0.979271 0.000000
alpha mAch -4.162195 0.000000
N M 15.592078 0.000000
N k1 -1.180601 0.000000
N k2 5.964616 0.000000
N tau1 2.402525 0.000000
N tau2 2.520853 0.000000
N tauAch 22.477852 0.000000
N tauNor 6.097844 0.000000
N beta 1.936228 0.000000
N h0 1.245547 0.000000
N mNor 1.890650 0.000000
N mAch 4.371142 0.000000
M k1 -12.587477 0.000000
M k2 -1.743009 0.000000
M tau1 -7.149280 0.000000
M tau2 -6.969691 0.000000
M tauAch 23.319523 0.000000
M tauNor -1.540806 0.000000
M beta -7.856990 0.000000
M h0 -8.905253 0.000000
M mNor -7.926165 0.000000
M mAch -4.161464 0.000000
k1 k2 -50.393679 0.000000
k1 tau1 -4.073207 0.000000
k1 tau2 -5.611904 0.000000
k1 tauAch -265.127360 0.000000
k1 tauNor -52.126137 0.000000
k1 beta 1.990398 0.000000
k1 h0 10.971828 0.000000
k1 mNor 2.583081 0.000000
k1 mAch -29.672562 0.000000
k2 tau1 -16.266377 0.000000
k2 tau2 -18.698269 0.000000
k2 tauAch -428.859283 0.000000
k2 tauNor -92.213447 0.000000
k2 beta -6.682923 0.000000
k2 h0 7.512117 0.000000
k2 mNor -5.746195 0.000000
k2 mAch -56.725846 0.000000
tau1 tau2 3.628289 0.000000
tau1 tauAch 14.872718 0.000000
tau1 tauNor 5.643684 0.000000
tau1 beta 3.298893 0.000000
tau1 h0 2.909740 0.000000
tau1 mNor 3.273212 0.000000
tau1 mAch 4.670803 0.000000
tau2 tauAch 22.244834 0.000000
tau2 tauNor 7.148334 0.000000
tau2 beta 3.312815 0.000000
tau2 h0 2.676255 0.000000
tau2 mNor 3.270809 0.000000
tau2 mAch 5.556933 0.000000
tauAch tauNor -5.480236 0.000000
tauAch beta -13.694769 0.000000
tauAch h0 -15.058091 0.000000
tauAch mNor -13.784735 0.000000
tauAch mAch -8.888541 0.000000
tauNor beta -0.039446 0.000000
tauNor h0 -0.162505 0.000000
tauNor mNor -0.047566 0.000000
tauNor mAch 0.394387 0.000000
beta h0 2.953238 0.000000
beta mNor 3.956999 0.000000
beta mAch 7.816570 0.000000
h0 mNor 3.768369 0.000000
h0 mAch 0.649244 0.000000
mNor mAch -3.579169 0.000000
