Parameter S1 S1_conf ST ST_conf
alpha 1.555630 0.000000 0.108189 0.000000
N 4.433889 0.000000 0.878899 0.000000
M -1.404864 0.000000 0.088234 0.000000
k1 0.918302 0.000000 0.037700 0.000000
k2 0.095942 0.000000 0.000412 0.000000
tau1 0.613343 0.000000 0.016818 0.000000
tau2 -1.206127 0.000000 0.065036 0.000000
tauAch -1.562483 0.000000 0.109144 0.000000
tauNor -1.541924 0.000000 0.106291 0.000000
beta -2.426817 0.000000 0.263296 0.000000
h0 -30.811072 0.000000 42.440742 0.000000
mNor 0.603064 0.000000 0.016259 0.000000
mAch 0.863478 0.000000 0.033333 0.000000

Parameter_1 Parameter_2 S2 S2_conf
alpha N -8.208949 0.000000
alpha M -3.858506 0.000000
alpha k1 -5.589492 0.000000
alpha k2 -4.976754 0.000000
alpha tau1 -5.362268 0.000000
alpha tau2 -4.006584 0.000000
alpha tauAch -3.741064 0.000000
alpha tauNor -3.756383 0.000000
alpha beta -3.097051 0.000000
alpha h0 18.052002 0.000000
alpha mNor -5.354609 0.000000
alpha mAch -5.548643 0.000000
N M -7.418537 0.000000
N k1 -9.661986 0.000000
N k2 -8.867845 0.000000
N tau1 -9.367492 0.000000
N tau2 -7.610454 0.000000
N tauAch -7.266326 0.000000
N tauNor -7.286180 0.000000
N beta -6.431651 0.000000
N h0 20.978635 0.000000
N mNor -9.357565 0.000000
N mAch -9.609043 0.000000
M k1 -3.584386 0.000000
M k2 -2.826525 0.000000
M tau1 -3.303346 0.000000
M tau2 -1.626579 0.000000
M tauAch -1.298173 0.000000
M tauNor -1.317119 0.000000
M beta -0.501629 0.000000
M h0 25.656410 0.000000
M mNor -3.293873 0.000000
M mAch -3.533862 0.000000
k1 k2 -7.310400 0.000000
k1 tau1 -8.030704 0.000000
k1 tau2 -5.497716 0.000000
k1 tauAch -5.001612 0.000000
k1 tauNor -5.030234 0.000000
k1 beta -3.798324 0.000000
k1 h0 35.717012 0.000000
k1 mNor -8.016393 0.000000
k1 mAch -8.378930 0.000000
k2 tau1 -6.807646 0.000000
k2 tau2 -4.417361 0.000000
k2 tauAch -3.949207 0.000000
k2 tauNor -3.976216 0.000000
k2 beta -2.813709 0.000000
k2 h0 34.475410 0.000000
k2 mNor -6.794141 0.000000
k2 mAch -7.136254 0.000000
tau1 tau2 -3.064297 0.000000
tau1 tauAch -2.798777 0.000000
tau1 tauNor -2.814096 0.000000
tau1 beta -2.154764 0.000000
tau1 h0 18.994289 0.000000
tau1 mNor -4.412322 0.000000
tau1 mAch -4.606356 0.000000
tau2 tauAch -1.338753 0.000000
tau2 tauNor -1.356591 0.000000
tau2 beta -0.588816 0.000000
tau2 h0 24.038699 0.000000
tau2 mNor -3.217683 0.000000
tau2 mAch -3.443631 0.000000
tauAch tauNor 0.491064 0.000000
tauAch beta 0.812055 0.000000
tauAch h0 11.108304 0.000000
tauAch mNor -0.287020 0.000000
tauAch mAch -0.381483 0.000000
tauNor beta -0.932461 0.000000
tauNor h0 33.017334 0.000000
tauNor mNor -4.556436 0.000000
tauNor mAch -4.867912 0.000000
beta h0 18.343914 0.000000
beta mNor -0.657120 0.000000
beta mAch -0.814633 0.000000
h0 mNor 27.237033 0.000000
h0 mAch 27.054488 0.000000
mNor mAch -4.175759 0.000000
