7	0	0
20	0	0
33	0	0
46	0	0
59	0	0
72	0	3.7684923077
85	0	4.3028153846
98	0	5.5495692308
111	0	5.7276769231
124	0	7.3306461538
137	0	7.5087538462
150	0	9.2898307692
163	3.2341692308	15.3454923077
176	3.4122769231	14.8111692308
189	15.7017076923	20.3325076923
202	6.4401076923	20.8668307692
215	10.5365846154	32.0876153846
228	14.2768461538	32.9781538462
241	18.7295384615	40.4586769231
254	23.1822307692	55.0635076923
267	33.6905846154	62.5440307692
280	41.5273230769	58.4475538462
293	49.5421692308	75.1896769231
306	59.6943076923	93.0004461538
319	76.7926461538	89.9726153846
332	84.9856	106.8928461538
345	94.7815230769	105.8242
358	112.9485076923	127.5533384615
371	123.9911846154	134.4995384615
384	131.1154923077	130.2249538462
397	145.0078923077	132.1841384615
410	145.7203230769	148.5700461538
423	161.2156923077	158.5440769231
436	173.8613384615	145.5422153846
449	161.3938	154.6257076923
462	176.8891692308	169.4086461538
475	173.1489076923	155.8724615385
488	183.3010461538	167.0932461538
501	157.6535384615	155.5162461538
514	187.7537384615	154.4476
527	165.8464923077	159.9689384615
540	163.3529846154	167.2713538462
553	160.3251538462	158.7221846154
566	178.4921384615	136.9930461538
579	141.6238461538	150.1730153846
592	150.7073384615	163.5310923077
605	163.8873076923	138.9522307692
618	135.2119692308	146.7889692308
631	136.6368307692	133.9652153846
644	135.3900769231	135.3900769231
657	149.1043692308	137.3492615385
670	88.5477538462	141.4457384615
683	143.9392461538	100.3028615385
696	106.3585230769	123.8130769231
709	126.3065846154	120.7852461538
722	107.6052769231	109.0301384615
735	114.1952615385	104.2212307692
748	97.0969230769	122.032
761	98.5217846154	97.2750307692
774	80.7110153846	100.4809692308
787	111.5236461538	90.6850461538
800	79.4642615385	104.7555538462
813	65.2156461538	88.7258615385
826	72.3399538462	93.0004461538
839	93.0004461538	80.3548
852	53.1043230769	70.2026615385
865	85.3418153846	80.7110153846
878	60.0505230769	92.1099076923
891	80.5329076923	60.5848461538
904	55.4197230769	78.0394
917	60.9410615385	58.8037692308
930	61.2972769231	84.2731692308
943	51.1451384615	65.9280769231
956	53.1043230769	54.7072923077
969	59.3380923077	60.9410615385
982	43.4865076923	67.5310461538
995	54.1729692308	54.1729692308
1008	37.7870615385	46.5143384615
1021	52.9262153846	60.7629538462
1034	38.4994923077	41.5273230769
1047	38.8557076923	73.9429230769
1060	49.0078461538	31.3751846154
1073	45.6238	59.5162
1086	26.2100615385	35.6497692308
1099	33.8686923077	33.8686923077
1112	16.9484615385	45.8019076923
1125	44.1989384615	39.5681384615
1138	26.5662769231	60.4067384615
1151	32.4438307692	17.3046769231
1164	27.1006	44.9113692308
1177	25.4976307692	29.0597846154
1190	29.7722153846	48.1173076923
1203	34.7592307692	42.5959692308
1216	32.4438307692	17.1265692308
1229	13.7425230769	4.1247076923
1242	23.1822307692	46.3362307692
1255	14.6330615385	32.0876153846
1268	22.8260153846	27.9911384615
1281	34.4030153846	21.7573692308
1294	17.3046769231	53.2824307692
1307	14.6330615385	18.0171076923
1320	6.262	26.2100615385
1333	23.3603384615	21.2230461538
1346	31.0189692308	14.8111692308
1359	5.5495692308	19.2638615385
1372	1.8093076923	46.3362307692
1385	33.1562615385	8.5774
1398	11.4271230769	28.8816769231
1411	19.6200769231	15.1673846154
1424	-4.6025692308	24.2508769231
1437	16.0579230769	14.8111692308
1450	23.1822307692	29.9503230769
1463	22.4698	1.0968769231
1476	4.1247076923	7.8649692308
1489	20.8668307692	34.5811230769
1502	18.5514307692	12.8519846154
1515	-6.5617538462	23.0041230769
1528	0.0282307692	23.7165538462
1541	13.7425230769	10.7146923077
1554	18.1952153846	2.5217384615
1567	20.8668307692	6.7963230769
1580	-6.0274307692	16.5922461538
1593	-2.2871692308	18.0171076923
1606	23.7165538462	1.9874153846
1619	5.1933538462	2.3436307692
1632	12.4957692308	35.2935538462
1645	-5.8493230769	10.5365846154
1658	22.2916923077	26.0319538462
1671	-2.4652769231	-6.9179692308
1684	8.2211846154	12.6738769231
1697	12.6738769231	13.7425230769
1710	1.9874153846	13.9206307692
1723	-0.8623076923	2.1655230769
1736	11.6052307692	16.4141384615
1749	-4.7806769231	-3.7120307692
1762	17.4827846154	10.1803692308
1775	4.4809230769	13.5644153846
1788	12.4957692308	-17.0701076923
1801	-21.7009076923	17.1265692308
1814	20.6887230769	10.8928
1827	-0.6842	11.4271230769
1840	0.7406615385	20.5106153846
1853	12.8519846154	4.3028153846
1866	11.2490153846	3.4122769231
1879	11.0709076923	4.1247076923
1892	-9.7676923077	8.2211846154
1905	-4.2463538462	4.3028153846
1918	3.4122769231	12.3176615385
1931	18.3733230769	7.1525384615
1944	-1.7528461538	-9.4114769231
1957	-6.7398615385	17.3046769231
1970	15.5236	16.0579230769
1983	2.6998461538	-7.9866153846

